Timestamp,ID,BER,OSNR,Failure
1624457916,SPO2/18/11,2.17e-07,25.6,0
1624457919,SPO2/18/11,2.18e-07,25.5,0
1624457919,SPO1/18/11,2.31e-08,38.0,0
1624457922,SPO1/18/11,2.36e-08,38.6,0
1624457922,SPO2/18/11,2.18e-07,25.2,0
1624457926,SPO1/18/11,2.37e-08,38.5,0
1624457926,SPO2/18/11,2.16e-07,25.3,0
1624457929,SPO1/18/11,2.35e-08,38.5,0
1624457929,SPO2/18/11,2.18e-07,25.3,0
1624457932,SPO1/18/11,2.26e-08,38.5,0
1624457932,SPO2/18/11,2.17e-07,25.3,0
1624457935,SPO1/18/11,2.2e-08,38.5,0
1624457935,SPO2/18/11,2.18e-07,25.3,0
1624457938,SPO1/18/11,2.19e-08,38.6,0
1624457938,SPO2/18/11,2.15e-07,25.4,0
1624457942,SPO1/18/11,2.22e-08,38.5,0
1624457942,SPO2/18/11,2.15e-07,25.5,0
1624457945,SPO1/18/11,2.22e-08,38.6,0
1624457945,SPO2/18/11,1.83e-07,25.7,0
1624457948,SPO1/18/11,2.17e-08,38.5,0
1624457948,SPO2/18/11,1.84e-07,25.4,0
1624457951,SPO2/18/11,1.84e-07,25.6,0
1624457951,SPO1/18/11,2.25e-08,38.6,0
1624457954,SPO1/18/11,2.2e-08,38.6,0
1624457954,SPO2/18/11,1.84e-07,25.6,0
1624457958,SPO2/18/11,1.83e-07,25.6,0
1624457958,SPO1/18/11,2.21e-08,38.5,0
1624457961,SPO2/18/11,1.82e-07,25.4,0
1624457961,SPO1/18/11,2.26e-08,38.5,0
1624457964,SPO2/18/11,1.84e-07,25.5,0
1624457964,SPO1/18/11,2.12e-08,38.5,0
1624457967,SPO1/18/11,2.13e-08,38.6,0
1624457967,SPO2/18/11,1.86e-07,25.8,0
1624457970,SPO1/18/11,2.14e-08,38.6,0
1624457970,SPO2/18/11,1.86e-07,25.5,0
1624457974,SPO2/18/11,1.86e-07,25.6,0
1624457974,SPO1/18/11,2.18e-08,38.6,0
1624457977,SPO1/18/11,2.15e-08,38.5,0
1624457977,SPO2/18/11,1.84e-07,25.5,0
1624457980,SPO1/18/11,2.08e-08,38.5,0
1624457980,SPO2/18/11,1.85e-07,25.3,0
1624457983,SPO1/18/11,2.09e-08,38.6,0
1624457983,SPO2/18/11,1.85e-07,25.6,0
1624457987,SPO2/18/11,1.84e-07,25.5,0
1624457987,SPO1/18/11,2.11e-08,38.6,0
1624457990,SPO2/18/11,1.83e-07,25.7,0
1624457990,SPO1/18/11,2.14e-08,38.6,0
1624457993,SPO2/18/11,1.83e-07,25.6,0
1624457993,SPO1/18/11,2.18e-08,38.5,0
1624457996,SPO1/18/11,2.16e-08,38.6,0
1624457996,SPO2/18/11,1.81e-07,25.5,0
1624457999,SPO1/18/11,2.14e-08,38.3,0
1624457999,SPO2/18/11,1.82e-07,25.6,0
1624458003,SPO2/18/11,1.76e-07,25.6,0
1624458003,SPO1/18/11,1.63e-08,38.5,0
1624458006,SPO2/18/11,1.61e-07,25.8,0
1624458006,SPO1/18/11,2.16e-08,38.6,0
1624458009,SPO2/18/11,1.6e-07,25.6,0
1624458009,SPO1/18/11,2.17e-08,38.5,0
1624458012,SPO1/18/11,2.19e-08,38.6,0
1624458012,SPO2/18/11,1.61e-07,25.8,0
1624458015,SPO2/18/11,1.63e-07,26.0,0
1624458015,SPO1/18/11,2.24e-08,38.6,0
1624458019,SPO1/18/11,2.17e-08,38.6,0
1624458019,SPO2/18/11,1.6e-07,25.6,0
1624458022,SPO1/18/11,2.13e-08,38.6,0
1624458022,SPO2/18/11,1.63e-07,25.7,0
1624458025,SPO2/18/11,1.63e-07,25.8,0
1624458025,SPO1/18/11,2.15e-08,38.6,0
1624458028,SPO2/18/11,1.63e-07,25.8,0
1624458028,SPO1/18/11,2.1e-08,38.6,0
1624458032,SPO1/18/11,2.04e-08,37.0,0
1624458032,SPO2/18/11,1.63e-07,25.8,0
1624458035,SPO2/18/11,1.65e-07,25.9,0
1624458035,SPO1/18/11,2.13e-08,38.6,0
1624458038,SPO1/18/11,2.14e-08,38.5,0
1624458038,SPO2/18/11,1.64e-07,25.7,0
1624458041,SPO1/18/11,2.14e-08,38.6,0
1624458041,SPO2/18/11,1.64e-07,25.9,0
1624458045,SPO2/18/11,1.62e-07,25.6,0
1624458045,SPO1/18/11,2.04e-08,38.6,0
1624458048,SPO2/18/11,1.65e-07,25.7,0
1624458048,SPO1/18/11,2.15e-08,38.5,0
1624458051,SPO2/18/11,1.63e-07,26.0,0
1624458051,SPO1/18/11,2.12e-08,38.6,0
1624458054,SPO2/18/11,1.6e-07,25.6,0
1624458054,SPO1/18/11,2.1e-08,38.5,0
1624458057,SPO1/18/11,2.09e-08,38.6,0
1624458057,SPO2/18/11,1.61e-07,25.9,0
1624458061,SPO2/18/11,1.59e-07,25.8,0
1624458061,SPO1/18/11,2.19e-08,38.6,0
1624458064,SPO1/18/11,2.03e-08,38.6,0
1624458064,SPO2/18/11,1.76e-07,26.0,0
1624458067,SPO1/18/11,2.1e-08,38.6,0
1624458067,SPO2/18/11,1.86e-07,25.6,0
1624458070,SPO1/18/11,2.02e-08,38.5,0
1624458070,SPO2/18/11,1.84e-07,25.6,0
1624458073,SPO2/18/11,1.87e-07,25.7,0
1624458073,SPO1/18/11,2.14e-08,38.5,0
1624458077,SPO2/18/11,1.84e-07,25.7,0
1624458077,SPO1/18/11,2.19e-08,38.5,0
1624458080,SPO2/18/11,1.85e-07,25.8,0
1624458080,SPO1/18/11,2.28e-08,38.6,0
1624458083,SPO1/18/11,2.15e-08,38.6,0
1624458083,SPO2/18/11,1.84e-07,25.4,0
1624458086,SPO1/18/11,2.2e-08,38.6,0
1624458086,SPO2/18/11,1.88e-07,25.5,0
1624458090,SPO2/18/11,1.9e-07,25.8,0
1624458090,SPO1/18/11,2.05e-08,38.6,0
1624458093,SPO1/18/11,2.19e-08,38.6,0
1624458093,SPO2/18/11,1.87e-07,25.7,0
1624458096,SPO2/18/11,1.86e-07,25.8,0
1624458096,SPO1/18/11,2.1e-08,38.6,0
1624458099,SPO1/18/11,2.08e-08,38.5,0
1624458099,SPO2/18/11,1.89e-07,25.6,0
1624458102,SPO1/18/11,2.09e-08,38.6,0
1624458102,SPO2/18/11,1.86e-07,25.7,0
1624458106,SPO2/18/11,1.86e-07,25.8,0
1624458106,SPO1/18/11,2.12e-08,38.5,0
1624458109,SPO1/18/11,2.14e-08,38.6,0
1624458109,SPO2/18/11,1.88e-07,25.6,0
1624458112,SPO1/18/11,2.11e-08,38.6,0
1624458112,SPO2/18/11,1.86e-07,25.7,0
1624458115,SPO1/18/11,2.14e-08,38.5,0
1624458115,SPO2/18/11,1.88e-07,25.7,0
1624458118,SPO2/18/11,1.87e-07,25.7,0
1624458118,SPO1/18/11,2.13e-08,38.6,0
1624458122,SPO2/18/11,1.9e-07,25.8,0
1624458122,SPO1/18/11,2.15e-08,38.6,0
1624458125,SPO2/18/11,1.65e-07,25.4,0
1624458125,SPO1/18/11,2.16e-08,38.5,0
1624458128,SPO2/18/11,2.19e-07,25.5,0
1624458128,SPO1/18/11,2.18e-08,38.6,0
1624458131,SPO1/18/11,2.14e-08,38.6,0
1624458131,SPO2/18/11,2.21e-07,25.4,0
1624458134,SPO1/18/11,2.22e-08,38.5,0
1624458134,SPO2/18/11,2.2e-07,25.5,0
1624458138,SPO1/18/11,2.05e-08,38.6,0
1624458138,SPO2/18/11,2.2e-07,25.3,0
1624458141,SPO1/18/11,2.11e-08,38.6,0
1624458141,SPO2/18/11,2.17e-07,25.2,0
1624458144,SPO1/18/11,2.05e-08,38.5,0
1624458144,SPO2/18/11,2.19e-07,25.3,0
1624458147,SPO2/18/11,2.16e-07,25.4,0
1624458147,SPO1/18/11,2.1e-08,38.6,0
1624458151,SPO2/18/11,2.15e-07,25.2,0
1624458151,SPO1/18/11,2.11e-08,38.5,0
1624458154,SPO2/18/11,2.17e-07,25.2,0
1624458154,SPO1/18/11,2.12e-08,38.6,0
1624458157,SPO2/18/11,2.2e-07,25.2,0
1624458157,SPO1/18/11,2.19e-08,38.6,0
1624458160,SPO1/18/11,2.23e-08,38.4,0
1624458160,SPO2/18/11,2.18e-07,25.4,0
1624458163,SPO1/18/11,2.25e-08,38.6,0
1624458163,SPO2/18/11,2.2e-07,25.7,0
1624458167,SPO1/18/11,1.69e-08,38.6,0
1624458167,SPO2/18/11,2.19e-07,25.2,0
1624458170,SPO1/18/11,2.29e-08,38.6,0
1624458170,SPO2/18/11,1.65e-07,25.3,0
1624458173,SPO1/18/11,2.23e-08,38.6,0
1624458173,SPO2/18/11,2.22e-07,25.4,0
1624458176,SPO1/18/11,2.27e-08,38.6,0
1624458176,SPO2/18/11,2.19e-07,25.3,0
1624458179,SPO1/18/11,2.17e-08,38.6,0
1624458180,SPO2/18/11,2.19e-07,25.3,0
1624458183,SPO1/18/11,2.28e-08,38.6,0
1624458183,SPO2/18/11,2.26e-07,25.5,0
1624458186,SPO1/18/11,2.25e-08,38.6,0
1624458186,SPO2/18/11,2.6e-07,25.4,0
1624458189,SPO1/18/11,2.12e-08,38.6,0
1624458189,SPO2/18/11,2.61e-07,25.0,0
1624458192,SPO2/18/11,2.62e-07,25.4,0
1624458192,SPO1/18/11,2.14e-08,38.5,0
1624458196,SPO2/18/11,2.64e-07,25.3,0
1624458196,SPO1/18/11,2.19e-08,38.6,0
1624458199,SPO2/18/11,2.61e-07,25.3,0
1624458199,SPO1/18/11,2.13e-08,38.6,0
1624458202,SPO2/18/11,2.64e-07,25.1,0
1624458202,SPO1/18/11,2.24e-08,38.6,0
1624458205,SPO1/18/11,2.23e-08,38.6,0
1624458205,SPO2/18/11,2.6e-07,25.0,0
1624458208,SPO1/18/11,2.23e-08,38.6,0
1624458208,SPO2/18/11,2.6e-07,25.2,0
1624458212,SPO2/18/11,2.62e-07,25.3,0
1624458212,SPO1/18/11,2.12e-08,38.6,0
1624458215,SPO1/18/11,2.2e-08,38.6,0
1624458215,SPO2/18/11,1.98e-07,25.0,0
1624458218,SPO2/18/11,2.63e-07,24.9,0
1624458218,SPO1/18/11,2.08e-08,38.6,0
1624458221,SPO2/18/11,2.66e-07,25.1,0
1624458221,SPO1/18/11,2.14e-08,38.5,0
1624458224,SPO1/18/11,2.07e-08,38.5,0
1624458224,SPO2/18/11,2.63e-07,25.2,0
1624458228,SPO1/18/11,2.21e-08,38.5,0
1624458228,SPO2/18/11,2.62e-07,25.2,0
1624458231,SPO2/18/11,2.64e-07,25.1,0
1624458231,SPO1/18/11,2.19e-08,38.6,0
1624458234,SPO2/18/11,2.61e-07,24.9,0
1624458234,SPO1/18/11,2.1e-08,38.6,0
1624458237,SPO2/18/11,2.6e-07,24.9,0
1624458237,SPO1/18/11,2.23e-08,38.6,0
1624458241,SPO2/18/11,2.6e-07,25.1,0
1624458241,SPO1/18/11,2.09e-08,38.6,0
1624458244,SPO1/18/11,2.13e-08,38.6,0
1624458244,SPO2/18/11,2.79e-07,25.3,0
1624458247,SPO2/18/11,3.22e-07,24.9,0
1624458247,SPO1/18/11,2.17e-08,38.6,0
1624458250,SPO1/18/11,2.19e-08,38.6,0
1624458250,SPO2/18/11,3.23e-07,24.8,0
1624458253,SPO1/18/11,2.15e-08,38.6,0
1624458253,SPO2/18/11,3.21e-07,24.7,0
1624458257,SPO1/18/11,1.65e-08,38.6,0
1624458257,SPO2/18/11,3.25e-07,24.6,0
1624458260,SPO1/18/11,2.19e-08,38.6,0
1624458260,SPO2/18/11,2.42e-07,25.0,0
1624458263,SPO1/18/11,2.19e-08,38.6,0
1624458263,SPO2/18/11,3.2e-07,24.7,0
1624458266,SPO1/18/11,2.21e-08,38.5,0
1624458266,SPO2/18/11,3.22e-07,24.8,0
1624458269,SPO2/18/11,3.2e-07,24.7,0
1624458269,SPO1/18/11,2.26e-08,38.6,0
1624458273,SPO2/18/11,3.21e-07,24.9,0
1624458273,SPO1/18/11,2.18e-08,38.6,0
1624458276,SPO2/18/11,3.22e-07,24.9,0
1624458276,SPO1/18/11,2.21e-08,38.6,0
1624458279,SPO2/18/11,3.2e-07,24.8,0
1624458279,SPO1/18/11,2.21e-08,38.6,0
1624458282,SPO1/18/11,2.18e-08,38.6,0
1624458282,SPO2/18/11,3.21e-07,24.8,0
1624458286,SPO2/18/11,3.18e-07,24.8,0
1624458286,SPO1/18/11,2.26e-08,38.6,0
1624458289,SPO1/18/11,2.18e-08,38.6,0
1624458289,SPO2/18/11,2.38e-07,24.9,0
1624458292,SPO1/18/11,2.25e-08,38.6,0
1624458292,SPO2/18/11,3.22e-07,25.1,0
1624458295,SPO1/18/11,2.23e-08,38.6,0
1624458295,SPO2/18/11,3.23e-07,25.0,0
1624458298,SPO2/18/11,3.2e-07,24.8,0
1624458298,SPO1/18/11,2.2e-08,38.6,0
1624458302,SPO2/18/11,3.2e-07,25.0,0
1624458302,SPO1/18/11,2.27e-08,38.6,0
1624458305,SPO1/18/11,2.3e-08,38.5,0
1624458305,SPO2/18/11,2.69e-07,24.8,0
1624458308,SPO1/18/11,2.24e-08,38.6,0
1624458308,SPO2/18/11,2.62e-07,25.3,0
1624458311,SPO2/18/11,2.63e-07,25.2,0
1624458311,SPO1/18/11,2.29e-08,38.6,0
1624458315,SPO1/18/11,2.24e-08,38.6,0
1624458315,SPO2/18/11,2.63e-07,25.1,0
1624458318,SPO2/18/11,2.64e-07,24.9,0
1624458318,SPO1/18/11,2.24e-08,38.6,0
1624458321,SPO2/18/11,2.65e-07,25.1,0
1624458321,SPO1/18/11,2.29e-08,38.6,0
1624458324,SPO1/18/11,2.21e-08,38.5,0
1624458324,SPO2/18/11,2.66e-07,25.2,0
1624458327,SPO1/18/11,2.19e-08,38.6,0
1624458327,SPO2/18/11,2.65e-07,25.1,0
1624458331,SPO1/18/11,2.22e-08,38.6,0
1624458331,SPO2/18/11,2.62e-07,25.1,0
1624458334,SPO1/18/11,2.29e-08,38.5,0
1624458334,SPO2/18/11,2.62e-07,25.2,0
1624458337,SPO2/18/11,2.62e-07,25.4,0
1624458337,SPO1/18/11,2.32e-08,38.6,0
1624458340,SPO2/18/11,2.64e-07,25.1,0
1624458340,SPO1/18/11,2.4e-08,38.6,0
1624458344,SPO1/18/11,2.43e-08,38.6,0
1624458344,SPO2/18/11,2.64e-07,25.2,0
1624458347,SPO2/18/11,2.63e-07,24.8,0
1624458347,SPO1/18/11,2.36e-08,38.6,0
1624458350,SPO2/18/11,2.61e-07,25.0,0
1624458350,SPO1/18/11,2.23e-08,38.6,0
1624458353,SPO2/18/11,2.62e-07,25.1,0
1624458353,SPO1/18/11,2.19e-08,38.6,0
1624458356,SPO2/18/11,2.63e-07,25.1,0
1624458356,SPO1/18/11,2.2e-08,38.5,0
1624458360,SPO1/18/11,2.27e-08,38.5,0
1624458360,SPO2/18/11,2.65e-07,25.1,0
1624458363,SPO1/18/11,2.24e-08,38.6,0
1624458363,SPO2/18/11,2.54e-07,25.2,0
1624458366,SPO1/18/11,2.19e-08,38.6,0
1624458366,SPO2/18/11,2.22e-07,25.3,0
1624458369,SPO1/18/11,2.2e-08,38.5,0
1624458369,SPO2/18/11,2.2e-07,25.3,0
1624458372,SPO1/18/11,2.18e-08,38.6,0
1624458372,SPO2/18/11,2.19e-07,25.2,0
1624458376,SPO2/18/11,2.21e-07,25.5,0
1624458376,SPO1/18/11,2.2e-08,38.6,0
1624458379,SPO2/18/11,2.21e-07,25.4,0
1624458379,SPO1/18/11,2.2e-08,38.6,0
1624458382,SPO1/18/11,2.15e-08,38.6,0
1624458382,SPO2/18/11,2.2e-07,25.4,0
1624458385,SPO2/18/11,2.2e-07,25.2,0
1624458385,SPO1/18/11,2.21e-08,38.6,0
1624458389,SPO1/18/11,2.15e-08,38.3,0
1624458389,SPO2/18/11,2.2e-07,25.3,0
1624458392,SPO1/18/11,2.21e-08,38.5,0
