BER,OSNR,InputPower
0.00348,27.4,-8.59
0.00361,25.9,-8.6
0.00341,26.6,-8.59
0.00353,26.6,-8.57
0.00341,25.9,-8.59
0.00304,27.4,-8.59
0.00348,25.5,-8.61
0.00348,25.9,-8.59
0.00344,26.6,-8.61
0.00307,26.3,-8.6
0.0034,26.3,-8.61
0.00322,27.0,-8.61
0.00306,25.2,-8.6
0.00322,25.9,-8.61
0.00971,27.4,-9.29
0.00951,22.6,-9.29
0.00936,22.3,-9.26
0.00952,21.8,-9.23
0.00952,21.8,-9.24
0.00971,22.1,-9.23
0.00978,22.3,-9.3
0.00965,21.8,-9.28
0.00982,21.8,-9.3
0.00984,21.8,-9.3
0.00957,22.3,-9.29
0.00978,22.1,-9.3
0.00964,22.3,-9.29
0.00955,22.3,-9.29
0.00973,22.1,-9.29
0.0196,20.2,-9.51
0.02,19.4,-9.49
0.0198,19.7,-9.49
0.0202,19.7,-9.51
0.0204,19.9,-9.49
0.0204,19.7,-9.46
0.0188,19.4,-9.5
0.0187,19.7,-9.46
0.02,19.7,-9.48
0.0199,19.4,-9.51
0.0194,20.2,-9.48
0.0185,19.4,-9.48
0.0203,19.7,-9.53
0.0188,19.4,-9.5
0.00196,28.3,-6.16
0.00203,29.1,-6.18
0.00173,28.7,-6.16
0.002,28.7,-6.16
0.00198,29.1,-6.16
0.002,29.1,-6.16
0.00176,30.1,-6.16
0.00202,30.1,-6.16
0.00193,29.1,-6.16
0.00181,29.1,-6.74
0.00167,29.6,-6.73
0.00176,29.1,-6.73
0.00241,27.4,-8.14
0.00262,27.4,-8.15
0.00269,27.4,-8.12
0.00264,28.7,-8.14
0.0024,27.4,-8.15
0.00248,27.0,-8.1
0.00246,27.8,-8.15
0.00349,26.3,-8.58
0.00313,26.3,-8.61
0.00343,26.6,-8.6
0.00352,27.0,-8.6
0.00343,27.0,-8.59
0.00309,27.8,-8.62
0.00338,25.9,-8.61
0.00319,27.4,-8.61
0.00349,27.0,-8.59
0.00327,26.6,-8.58
0.00314,25.5,-8.6
0.00346,26.3,-8.6
0.00337,26.6,-8.6
0.00928,27.4,-9.29
0.00949,22.3,-9.28
0.00984,22.3,-9.31
0.00942,22.3,-9.22
0.00934,22.1,-9.3
0.00889,22.9,-9.28
0.00953,22.3,-9.28
0.00947,22.1,-9.3
0.0095,22.1,-9.26
0.00876,22.1,-9.26
0.00962,22.1,-9.3
0.00941,22.1,-9.3
0.00946,22.1,-9.29
0.00969,22.3,-9.24
0.00956,22.3,-9.26
0.00951,22.1,-9.29
0.00947,22.1,-9.3
0.00965,22.6,-9.26
0.00936,22.1,-9.25
0.0182,19.7,-9.49
0.0189,19.9,-9.48
0.0194,19.4,-9.5
0.02,19.4,-9.46
0.0188,19.9,-9.49
0.0195,19.7,-9.49
0.0193,19.7,-9.49
0.0204,19.4,-9.49
0.0199,19.9,-9.5
0.0184,19.7,-9.49
0.0195,19.7,-9.48
0.0186,19.7,-9.53
0.0199,19.4,-9.49
0.0194,19.9,-9.45
0.0197,19.4,-9.51
0.0196,19.4,-9.53
0.0185,19.4,-9.48
0.0184,19.7,-9.5
0.0198,19.9,-9.49
0.0189,19.4,-9.51
0.0197,19.9,-9.48
0.0184,19.4,-9.49
0.0251,18.2,-9.58
0.0251,18.4,-9.54
0.00179,27.4,-6.16
0.00188,28.7,-6.16
0.00253,27.0,-6.61
0.0025,27.8,-6.6
0.00286,27.4,-6.9
0.00262,28.3,-6.9
0.00297,27.4,-7.05
0.0028,27.4,-7.06
0.00328,27.0,-7.16
0.00329,26.6,-7.16
0.00331,26.6,-7.16
0.00308,25.9,-7.23
0.00337,26.3,-7.23
0.00362,26.6,-7.47
0.00342,26.3,-7.47
0.00468,25.2,-8.09
0.00474,24.8,-8.09
0.00473,24.8,-8.09
0.00626,25.2,-8.61
0.00654,23.8,-8.62
0.00835,22.6,-9.13
0.00843,22.6,-9.13
0.00851,22.9,-9.1
0.00893,22.1,-9.2
0.00824,22.3,-9.19
0.0101,21.5,-9.49
0.0103,21.8,-9.49
0.00838,22.1,-9.2
0.00875,22.3,-9.19
0.0083,22.3,-9.19
0.00849,22.6,-9.19
0.00954,22.3,-9.36
0.00959,22.3,-9.37
0.0103,21.8,-9.49
0.0103,21.5,-9.5
0.0103,22.1,-9.49
0.012,21.2,-9.8
0.012,21.2,-9.8
0.0119,21.8,-9.81
0.0118,21.2,-9.8
0.0134,21.0,-10.12
0.0131,21.0,-10.13
0.0134,20.7,-10.12
0.0141,21.0,-10.27
0.0149,20.7,-10.27
0.0142,20.4,-10.26
0.0161,20.4,-10.46
0.0163,19.9,-10.45
0.0156,20.4,-10.45
0.0164,19.9,-10.45
0.0163,20.2,-10.45
0.0162,20.4,-10.46
0.0163,20.4,-10.45
0.0162,20.4,-10.45
0.0155,19.9,-10.45
0.0174,19.9,-10.58
0.0166,19.9,-10.59
0.0174,20.2,-10.59
0.0175,20.4,-10.59
0.0173,19.9,-10.59
0.0165,19.7,-10.59
0.0174,19.9,-10.61
0.0174,20.2,-10.59
0.0184,19.9,-10.72
0.0185,19.7,-10.73
0.0187,19.9,-10.8
0.0193,19.7,-10.8
0.0211,19.4,-10.99
0.0214,19.7,-11.0
0.0217,18.9,-11.07
0.0214,18.9,-11.07
0.0222,19.4,-11.09
0.0223,18.9,-11.07
0.0226,18.9,-11.07
0.0372,25.9,-6.16
0.00191,29.6,-6.18
0.00189,29.1,-6.18
0.00179,30.5,-6.18
0.00201,28.7,-6.18
0.00189,29.1,-6.18
0.00188,30.1,-6.18
0.0018,29.6,-6.18
0.00198,28.7,-6.18
0.00185,29.6,-6.18
0.00168,28.3,-6.18
0.0024,27.8,-8.16
0.00267,27.8,-8.15
0.00229,27.0,-8.14
0.00231,28.3,-8.15
0.00253,28.3,-8.15
0.00243,26.3,-8.15
0.00257,27.8,-8.13
0.00248,27.4,-8.12
0.00267,28.3,-8.08
0.0024,28.7,-8.13
0.00272,28.3,-8.12
0.00275,27.0,-8.15
0.00269,27.0,-8.15
0.00266,27.4,-8.13
0.00272,28.3,-8.15
0.00251,28.3,-8.15
0.00261,27.4,-8.15
0.00241,27.4,-8.15
0.00231,26.6,-8.14
0.00268,27.4,-8.13
0.0036,27.0,-8.59
0.00346,25.5,-8.6
0.00317,26.6,-8.6
0.00353,25.5,-8.61
0.00307,26.3,-8.58
0.00355,25.5,-8.62
0.00364,25.9,-8.59
0.00356,26.6,-8.59
0.00301,27.0,-8.61
0.00365,26.3,-8.62
0.0036,26.3,-8.64
0.00316,26.3,-8.61
0.00353,26.6,-8.6
0.00352,26.3,-8.64
0.00358,25.5,-8.61
0.00339,27.0,-8.61
0.00342,27.0,-8.59
0.00356,25.9,-8.59
0.00339,26.6,-8.59
0.00348,27.4,-8.62
0.00337,27.0,-8.61
0.00893,22.1,-9.23
0.00958,21.8,-9.29
0.00992,22.1,-9.29
0.00987,22.3,-9.28
0.00893,22.1,-9.26
0.00908,22.1,-9.25
0.00955,22.3,-9.29
0.0095,22.1,-9.29
0.0092,22.1,-9.29
0.00903,22.1,-9.29
0.00929,22.3,-9.3
0.00965,22.1,-9.28
0.00894,22.3,-9.29
0.00862,21.8,-9.26
0.00953,22.1,-9.28
0.00946,22.3,-9.28
0.00972,22.1,-9.28
0.00902,22.6,-9.28
0.00958,22.3,-9.29
0.00916,22.1,-9.28
0.00972,22.3,-9.23
0.00973,21.5,-9.25
0.00953,21.8,-9.25
0.00957,22.6,-9.29
0.00173,28.7,-6.16
0.00182,30.5,-6.16
0.00196,27.8,-6.16
0.0019,28.7,-6.16
0.00164,30.1,-6.66
0.00176,29.6,-6.66
0.00188,29.6,-6.66
0.00182,28.7,-6.65
0.00253,28.7,-7.95
0.00257,27.8,-7.97
0.00249,29.1,-7.96
0.00239,28.7,-7.97
0.00243,27.0,-7.99
0.00249,28.3,-7.99
0.00262,27.0,-7.99
0.00323,27.0,-8.38
0.00296,27.0,-8.4
0.00331,26.6,-8.4
0.00343,27.4,-8.42
0.00312,26.3,-8.4
0.00328,26.6,-8.41
0.00348,27.4,-8.44
0.00323,26.3,-8.42
0.00342,26.3,-8.42
0.00884,27.0,-9.03
0.00885,22.6,-9.05
0.00889,22.9,-9.04
0.0088,22.3,-9.0
0.00874,22.6,-9.04
0.00893,22.6,-9.03
0.0086,22.9,-9.04
0.00892,22.3,-9.04
0.00804,22.3,-9.04
0.00823,22.6,-9.03
0.00889,22.6,-9.05
0.00841,22.6,-9.03
0.00876,22.6,-9.04
0.0083,22.6,-9.0
0.00859,22.1,-9.03
0.0161,20.2,-9.2
0.0174,19.7,-9.24
0.017,20.4,-9.26
0.0165,19.9,-9.24
0.0159,20.2,-9.24
0.016,20.4,-9.24
0.0169,19.9,-9.25
0.0168,20.2,-9.26
0.0172,20.2,-9.23
0.0241,19.7,-9.3
0.0238,18.9,-9.29
0.024,18.9,-9.33
0.0241,18.9,-9.35
0.024,18.9,-9.36
0.0241,18.9,-9.32
0.0235,18.7,-9.3
0.0239,19.2,-9.31
0.0236,18.9,-9.3
0.0238,18.9,-9.3
0.0235,18.9,-9.31
0.0239,18.9,-9.3
0.0242,18.9,-9.31
0.0237,19.2,-9.32
0.0242,18.9,-9.36
0.0239,18.9,-9.31
0.024,18.9,-9.35
0.0234,18.7,-9.31
0.024,18.9,-9.33
0.0238,18.9,-9.29
0.0241,18.9,-9.31
0.0238,18.9,-9.31
0.0232,18.9,-9.3
0.0241,18.9,-9.37
0.024,19.2,-9.33
0.0248,18.7,-9.33
0.025,18.7,-9.36
0.00208,28.7,-4.74
0.00205,27.4,-4.74
0.00181,29.1,-4.74
0.00186,27.8,-4.74
0.00202,28.3,-4.74
0.0019,29.1,-4.74
0.00194,28.7,-4.73
0.00175,28.3,-4.74
0.00175,28.3,-4.74
0.00185,27.8,-4.74
0.00175,29.1,-4.73
0.00192,27.8,-4.74
0.00196,27.4,-4.74
0.00205,28.7,-4.74
0.00194,29.1,-4.74
0.00292,27.0,-6.76
0.00292,27.0,-6.76
0.00254,26.6,-6.77
0.00299,27.4,-7.02
0.00274,27.0,-7.02
0.00338,26.6,-7.07
0.00382,25.9,-7.24
0.00385,25.9,-7.25
0.00341,25.9,-7.07
0.00325,25.9,-7.06
0.00341,27.0,-7.06
0.00369,25.9,-7.23
0.00406,25.9,-7.22
0.00404,25.5,-7.26
0.00409,25.5,-7.3
0.00398,26.3,-7.3
0.00406,26.6,-7.28
0.00397,25.2,-7.29
0.00404,25.2,-7.29
0.00376,25.2,-7.28
0.00388,25.9,-7.23
0.00373,25.5,-7.23
0.00369,25.9,-7.24
0.0114,22.1,-7.92
0.0106,22.1,-7.97
0.0108,22.1,-7.97
0.0108,21.5,-7.94
0.0104,21.5,-7.99
0.0107,21.8,-7.95
0.0109,22.3,-7.94
0.0107,21.5,-7.94
0.0109,21.5,-7.94
0.0216,22.3,-8.2
0.0224,19.4,-8.18
0.0218,18.9,-8.2
0.0219,19.2,-8.2
0.0215,19.4,-8.2
0.022,19.2,-8.18
0.0215,19.2,-8.19
0.0222,18.9,-8.16
0.0216,19.4,-8.18
0.0219,19.2,-8.16
0.0216,19.2,-8.2
0.0222,19.2,-8.18
0.0216,19.2,-8.21
0.0216,19.2,-8.19
0.0226,19.4,-8.19
0.0217,19.2,-8.19
0.022,19.4,-8.18
0.0218,19.2,-8.22
0.0218,19.4,-8.2
0.0223,19.4,-8.25
0.0224,19.2,-8.16
0.0219,18.9,-8.19
0.0259,17.5,-8.33
0.0259,17.5,-8.31
0.0259,17.5,-8.31
0.026,17.7,-8.29
0.026,17.7,-8.31
0.0267,16.7,-8.35
0.00198,27.8,-4.74
0.00198,28.3,-4.74
0.00196,29.1,-4.74
0.00194,29.6,-4.74
0.00196,29.1,-4.74
0.00193,28.7,-4.74
0.00174,29.1,-4.74
0.00172,28.7,-4.74
0.00177,27.8,-4.74
0.00201,27.8,-4.74
0.00189,28.7,-4.74
0.0024,27.0,-6.77
0.00271,27.0,-6.77
0.00276,27.4,-6.78
0.00281,27.4,-6.77
0.00279,27.8,-6.76
0.00262,27.0,-6.77
0.00297,26.6,-6.76
0.00271,27.4,-6.78
0.00282,26.6,-6.77
0.00277,26.6,-6.77
0.00281,27.0,-6.78
0.00298,27.4,-6.91
0.00298,26.3,-6.92
0.00271,27.0,-6.93
0.00314,27.0,-6.9
0.00321,27.0,-7.02
0.00313,26.3,-7.04
0.00314,27.0,-7.02
0.00276,25.5,-7.03
0.003,27.4,-7.03
0.00288,26.6,-7.03
0.00274,26.3,-7.03
0.00307,27.0,-7.04
0.00339,25.5,-7.09
0.00331,25.9,-7.05
0.00337,25.9,-7.06
0.00342,25.5,-7.15
0.00344,25.9,-7.1
0.00302,26.3,-7.12
0.00349,26.3,-7.12
0.00337,26.6,-7.13
0.00343,26.6,-7.12
0.0032,26.3,-7.15
0.00329,26.6,-7.18
0.00377,25.9,-7.17
0.00361,26.3,-7.2
0.00371,26.3,-7.19
0.00366,25.9,-7.2
0.00362,26.3,-7.19
0.00431,26.6,-7.35
0.00431,25.5,-7.36
0.0044,25.5,-7.39
0.0043,25.5,-7.38
0.00438,25.5,-7.38
0.0041,25.9,-7.38
0.00435,25.2,-7.36
0.00431,25.9,-7.38
0.00408,25.2,-7.25
0.004,25.5,-7.26
0.00406,25.5,-7.26
0.00419,25.2,-7.24
0.00421,25.9,-7.28
0.00408,25.2,-7.29
0.00379,25.5,-7.29
0.00664,25.9,-7.6
0.00702,23.5,-7.63
0.00718,23.5,-7.67
0.00667,23.5,-7.68
0.0068,23.2,-7.67
0.00661,23.2,-7.69
0.008,22.6,-7.74
0.00791,23.5,-7.77
0.00777,22.9,-7.75
0.0077,22.3,-7.74
0.00203,27.8,-4.75
0.00204,27.8,-4.75
0.00172,28.7,-4.74
0.00183,29.1,-4.75
0.00181,28.7,-4.75
0.00229,29.6,-6.35
0.00281,27.4,-6.77
0.00266,27.0,-6.77
0.00256,27.8,-6.77
0.00277,28.3,-6.77
0.00247,26.6,-6.78
0.00286,26.6,-6.77
0.00264,25.9,-6.76
0.00291,28.3,-6.77
0.0029,27.8,-6.76
0.00276,27.8,-6.78
0.0029,26.6,-6.76
0.00291,27.4,-6.77
0.00277,27.0,-6.78
0.00286,27.0,-6.74
0.00264,27.4,-6.78
0.00254,27.4,-6.78
0.00288,26.3,-6.77
0.00282,27.0,-6.74
0.00271,28.3,-6.77
0.00291,27.0,-6.78
0.00263,26.6,-6.76
0.00286,27.0,-6.74
0.00263,27.8,-6.77
0.00254,28.3,-6.77
0.00284,27.4,-6.78
0.00282,25.9,-6.76
0.0026,26.3,-6.79
0.00276,26.3,-6.78
0.00288,27.0,-6.76
0.00273,27.4,-6.77
0.00558,24.2,-7.58
0.00562,24.8,-7.61
0.00513,24.5,-7.58
0.00554,24.5,-7.58
0.00528,23.5,-7.63
0.00545,24.5,-7.64
0.0059,23.5,-7.68
0.00585,24.2,-7.65
0.00574,24.8,-7.67
0.00541,24.2,-7.64
0.00558,24.5,-7.65
0.00619,23.8,-7.71
0.00643,23.8,-7.69
0.00574,23.5,-7.72
0.0063,24.2,-7.71
0.00615,24.2,-7.72
0.00553,24.5,-7.7
0.00545,24.2,-7.71
0.00605,23.8,-7.7
0.00593,24.5,-7.72
0.006,23.5,-7.68
0.00608,24.2,-7.68
0.00959,22.1,-7.86
0.00993,21.8,-7.87
0.00971,22.3,-7.86
0.0095,22.1,-7.84
0.00892,22.1,-7.89
0.0104,21.5,-7.96
0.0109,21.8,-7.96
0.011,21.5,-7.96
0.0107,21.8,-7.96
0.0115,21.8,-7.97
0.0119,21.2,-7.97
0.0109,21.5,-7.99
0.0116,21.8,-8.0
0.0118,21.2,-8.0
0.0126,21.2,-8.02
0.0124,21.2,-8.06
0.0126,21.0,-8.02
0.00199,28.3,-4.75
0.00189,27.8,-4.75
0.00186,28.7,-4.75
0.00174,28.7,-4.75
0.00196,27.8,-4.75
0.00192,27.8,-4.75
0.00193,28.3,-4.75
0.00184,28.3,-4.75
0.00176,28.3,-4.75
0.002,29.1,-5.11
0.00219,29.1,-5.12
0.00202,28.7,-5.12
0.00185,28.3,-5.11
0.00257,26.6,-6.54
0.00281,26.6,-6.54
0.00286,26.3,-6.55
0.00293,26.3,-6.55
0.00297,27.0,-6.51
0.0028,27.8,-6.55
0.0027,27.4,-6.54
0.00271,27.0,-6.55
0.00285,26.6,-6.55
0.00361,25.5,-6.96
0.00354,26.3,-6.98
0.00379,25.2,-6.97
0.00392,25.2,-7.06
0.00398,25.2,-7.05
0.00419,26.3,-7.12
0.00451,25.2,-7.09
0.00414,25.5,-7.13
0.00409,25.2,-7.12
0.0048,25.2,-7.19
0.00477,24.8,-7.18
0.00451,25.5,-7.17
0.00483,25.2,-7.18
0.00479,24.8,-7.17
0.0048,24.5,-7.18
0.0048,24.5,-7.22
0.00465,24.8,-7.17
0.0049,24.5,-7.18
0.00492,24.8,-7.17
0.00484,24.8,-7.17
0.0046,24.8,-7.18
0.00485,24.8,-7.19
0.00475,24.8,-7.17
0.00472,24.8,-7.17
0.00469,24.5,-7.19
0.00478,25.2,-7.18
0.00487,24.5,-7.2
0.00476,24.5,-7.17
0.00437,24.8,-7.19
0.00458,25.2,-7.2
0.00471,24.5,-7.18
0.00455,25.2,-7.17
0.00446,24.8,-7.18
0.00473,25.2,-7.2
0.00483,24.5,-7.18
0.00464,24.5,-7.19
0.00894,22.9,-7.49
0.00816,22.6,-7.51
0.00887,22.3,-7.57
0.00854,22.6,-7.56
0.00886,22.1,-7.56
0.00898,22.3,-7.55
0.0107,22.6,-7.62
0.0105,21.5,-7.62
0.0103,22.1,-7.61
0.011,22.1,-7.65
0.0116,21.8,-7.67
0.0112,21.8,-7.65
0.0115,21.5,-7.67
0.0116,21.5,-7.65
0.0116,21.2,-7.68
0.0113,21.8,-7.62
0.0115,21.5,-7.67
0.00191,29.1,-4.77
0.00188,29.1,-4.77
0.00207,28.7,-4.77
0.0017,29.1,-4.77
0.00177,29.1,-4.75
0.00198,29.6,-4.75
0.00188,28.3,-5.11
0.00198,28.3,-5.11
0.00198,28.3,-5.12
0.0018,27.8,-5.11
0.00289,26.6,-6.55
0.00295,27.0,-6.55
0.00302,26.6,-6.57
0.00297,27.0,-6.54
0.00282,26.6,-6.57
0.00262,26.6,-6.55
0.00278,26.3,-6.63
0.00282,27.0,-6.61
0.00284,27.4,-6.63
0.00385,27.0,-6.99
0.00392,25.9,-6.94
0.00385,25.9,-7.0
0.00388,25.5,-6.99
0.00379,25.5,-6.96
0.00368,25.5,-6.98
0.0035,26.3,-6.97
0.00747,22.6,-7.42
0.00735,23.5,-7.44
0.00749,23.2,-7.43
0.0106,22.1,-7.62
0.0107,21.8,-7.61
0.0102,22.1,-7.62
0.0108,22.6,-7.63
0.0107,21.8,-7.64
0.0102,21.8,-7.63
0.0218,19.2,-7.83
0.0218,19.4,-7.84
0.0216,19.4,-7.83
0.0216,19.2,-7.83
0.0216,19.2,-7.84
0.0215,18.7,-7.84
0.0216,19.7,-7.84
0.0208,19.7,-7.8
0.0216,19.2,-7.84
0.0258,19.2,-7.95
0.0258,17.7,-7.92
0.0258,17.5,-7.93
0.0258,17.5,-7.93
0.0257,17.7,-7.89
0.0265,17.5,-7.94
0.0266,17.2,-7.9
0.0265,17.0,-7.95
0.0265,17.0,-7.94
0.0265,17.0,-7.96
0.0265,17.2,-7.95
0.0265,17.0,-7.99
0.0265,16.7,-7.94
0.0274,15.7,-8.02
0.0274,15.1,-8.0
0.0275,15.9,-7.99
0.0274,15.7,-8.0
0.0275,15.4,-8.03
0.0275,15.4,-7.99
0.0275,15.4,-8.0
0.0275,15.7,-8.03
0.0274,15.9,-8.02
0.0274,15.7,-8.01
0.0275,15.7,-8.02
0.0275,15.9,-8.01
0.0275,15.7,-8.04
0.0274,15.9,-7.97
0.0274,15.7,-8.01
0.0274,15.4,-8.03
0.0275,15.4,-8.02
0.0274,15.4,-8.0
0.00174,29.6,-4.77
0.00177,28.7,-4.75
0.00174,27.4,-4.75
0.00191,29.1,-4.75
0.00189,27.8,-4.77
0.00192,28.7,-4.75
0.00196,27.8,-4.75
0.00178,28.7,-4.75
0.00199,29.1,-4.75
0.00199,27.8,-4.75
0.00195,29.1,-4.75
0.00191,28.3,-4.74
0.00193,28.7,-4.75
0.00172,28.3,-4.74
0.00197,28.3,-4.74
0.00191,28.3,-4.74
0.00196,27.8,-4.74
0.00198,28.3,-4.74
0.00298,27.4,-6.55
0.00282,27.4,-6.54
0.00274,25.9,-6.54
0.00404,25.2,-6.98
0.00352,25.2,-6.97
0.00392,25.5,-6.94
0.0071,23.2,-7.43
0.0076,22.9,-7.44
0.00762,23.5,-7.45
0.0072,22.9,-7.42
0.0103,22.3,-7.61
0.0108,21.5,-7.6
0.0103,21.5,-7.58
0.0107,21.5,-7.61
0.0106,22.1,-7.61
0.0107,22.1,-7.58
0.011,21.8,-7.6
0.0217,19.4,-7.86
0.0212,18.7,-7.8
0.0214,19.4,-7.82
0.0211,19.2,-7.82
0.0218,19.4,-7.8
0.0214,19.4,-7.83
0.0216,19.4,-7.84
0.021,19.2,-7.8
0.0213,18.9,-7.8
0.0214,19.7,-7.82
0.0215,18.9,-7.82
0.0215,19.2,-7.82
0.0216,18.9,-7.83
0.0218,19.4,-7.84
0.0216,19.7,-7.86
0.0214,18.7,-7.81
0.021,19.2,-7.82
0.0256,18.0,-7.87
0.0258,17.5,-7.94
0.0257,17.7,-7.93
0.0257,17.5,-7.88
0.0256,17.7,-7.88
0.0258,17.7,-7.94
0.0264,17.2,-7.92
0.0264,17.0,-7.95
0.0264,17.5,-7.93
0.0264,17.0,-7.94
0.0265,17.2,-7.97
0.0266,17.2,-7.96
0.0265,17.2,-7.94
0.0265,17.2,-7.97
0.0265,17.0,-7.94
0.0274,15.7,-8.0
0.0274,15.4,-8.0
0.0274,15.7,-7.97
0.0274,15.7,-7.99
0.0274,15.1,-8.0
0.0274,15.7,-8.02
0.0274,15.7,-7.97
0.0274,15.4,-7.94
0.00177,28.3,-4.75
0.00183,28.7,-4.74
0.00189,28.7,-4.74
0.00187,28.7,-4.74
0.00183,28.3,-4.74
0.00194,28.7,-4.75
0.00197,28.7,-4.75
0.00181,28.7,-4.75
0.00203,28.3,-4.75
0.00166,30.1,-4.75
0.00192,29.1,-4.74
0.0018,28.7,-4.75
0.00182,29.6,-4.74
0.00196,28.7,-4.74
0.00171,30.1,-4.74
0.00186,28.7,-4.75
0.0018,28.3,-4.75
0.00169,29.1,-4.75
0.00169,28.3,-4.75
0.00189,29.1,-4.75
0.00172,28.7,-4.74
0.00198,28.7,-4.75
0.00196,28.3,-4.75
0.00195,27.8,-4.75
0.00274,27.0,-6.54
